name,count,url
Sécurité au travail,29942,https://www.linkedin.com/groups/2818067
Débats RH,28742,https://www.linkedin.com/groups/53762
SAP Business One - official group,26532,https://www.linkedin.com/groups/114094
Professionnels du Génie Civil,25926,https://www.linkedin.com/groups/3762734
Passion Droit,25041,https://www.linkedin.com/groups/8577871
Water Treatment and Corrosion Protection Professionals,24619,https://www.linkedin.com/groups/161368
Barcelona Activa en Xarxa,23284,https://www.linkedin.com/groups/2322333
HEC Alumni / Association HEC,22905,https://www.linkedin.com/groups/871
Law Profiler,21600,https://www.linkedin.com/groups/13707058
LED Lighting Market,21034,https://www.linkedin.com/groups/4334994
BTP/ Immobilier,20746,https://www.linkedin.com/groups/2847311
"Nantes, côté pro",20538,https://www.linkedin.com/groups/2672046
Bordeaux,20312,https://www.linkedin.com/groups/99027
Gestion et ressources humaines,20122,https://www.linkedin.com/groups/908297
Transport & Traffic Modelling,19972,https://www.linkedin.com/groups/2168238
Connexion Franco-allemande 🇩🇪🇫🇷 Deutsch-französisches Netzwerk,19716,https://www.linkedin.com/groups/1772532
Développeur PHP,19577,https://www.linkedin.com/groups/3193941
SciencesPo Alumni,18925,https://www.linkedin.com/groups/3840977
Government in the Cognitive Era,18838,https://www.linkedin.com/groups/3451751
Ingénierie de la Construction,18497,https://www.linkedin.com/groups/4323672
Communication des villes et territoires,18082,https://www.linkedin.com/groups/2602207
"Crisis, Emergency & Disaster Recovery Professionals",17902,https://www.linkedin.com/groups/95914
Association des diplômés - HEC Montreal          [Groupe communautaire],17284,https://www.linkedin.com/groups/73506
"Santé, Bien être et Beauté",17238,https://www.linkedin.com/groups/2257142
Moderniser l'action publique,17051,https://www.linkedin.com/groups/3761165
UN-Water. The Pipe Professionals,16918,https://www.linkedin.com/groups/2796432
La communauté de la Construction et du BTP by Le Moniteur du BTP et son site LeMoniteur.fr,16359,https://www.linkedin.com/groups/7470936
Water & Wastewater - Construction & Engineering,16189,https://www.linkedin.com/groups/1869763
Radio Production,15563,https://www.linkedin.com/groups/3922059
Tourisme Responsable,15262,https://www.linkedin.com/groups/4116630
Strategic Consultants / Freelancers,14921,https://www.linkedin.com/groups/2272783
Contrôleurs de Gestion,14524,https://www.linkedin.com/groups/4366029
GRAPHISTES ET CRÉATIFS,14503,https://www.linkedin.com/groups/3263454
Traffic and Transportation Professionals,14360,https://www.linkedin.com/groups/2586796
Hospitality World,14166,https://www.linkedin.com/groups/139808
EU Framework Programmes - News and Views,12949,https://www.linkedin.com/groups/4270510
Urban planners,12894,https://www.linkedin.com/groups/3139981
Réseau Culturel - Cultural Network,12624,https://www.linkedin.com/groups/1374077
HEC Executive Community,12493,https://www.linkedin.com/groups/1856324
Water Jobs,12189,https://www.linkedin.com/groups/1220717
- Quel Grand Paris ?,12079,https://www.linkedin.com/groups/2542129
Municipal Managers,11787,https://www.linkedin.com/groups/120815
Near Field Communications Group - NFC,11582,https://www.linkedin.com/groups/47434
Industrie 4.0 / Usine du futur,11240,https://www.linkedin.com/groups/12021049
Jobs HR opportunities,11177,https://www.linkedin.com/groups/4680670
Forum RH 2.0,11089,https://www.linkedin.com/groups/2327271
PTV Vissim Forum,10955,https://www.linkedin.com/groups/2524087
LOGEMENT SOCIAL,10916,https://www.linkedin.com/groups/2547846
DFI - Délégation aux Fonctionnaires Internationaux,10551,https://www.linkedin.com/groups/3980502
Du bon usage de la langue française,10147,https://www.linkedin.com/groups/4232486
PM4NGOs,9220,https://www.linkedin.com/groups/1465657
Le Petit Juriste,9088,https://www.linkedin.com/groups/3942770
ICLEI Urban Resilience,8807,https://www.linkedin.com/groups/2626714
Bordeaux Connexion,8731,https://www.linkedin.com/groups/1953233
les professionels de la sécurité,8625,https://www.linkedin.com/groups/1709177
Smart Cities Project,8588,https://www.linkedin.com/groups/2034271
Bus Rapid Transit System,8552,https://www.linkedin.com/groups/773897
Sciences Po Carrières,8499,https://www.linkedin.com/groups/2098248
Sciences Po Carrières,8498,https://www.linkedin.com/groups/2098248
Bordeaux Business Network,8407,https://www.linkedin.com/groups/89348
SAP Basis and Netweaver Professionals SAP Opportunities (8000+ members),8031,https://www.linkedin.com/groups/1368407
Communication publique,7924,https://www.linkedin.com/groups/2079034
"Economics of Innovation and Technological Change, from Theory into Practice",7723,https://www.linkedin.com/groups/1817387
Passenger Transportation Group,7636,https://www.linkedin.com/groups/1751697
outils de controle de gestion,7512,https://www.linkedin.com/groups/4155432
Réseau Environnement,7404,https://www.linkedin.com/groups/3457774
Groupe CentraleSupélec Alumni,7272,https://www.linkedin.com/groups/4902294
En attente de fermeture,7162,https://www.linkedin.com/groups/42472
Affaires Européennes,7108,https://www.linkedin.com/groups/3718159
Smart City Global Forum,7066,https://www.linkedin.com/groups/8352336
Management Bienveillant et bien-être en entreprise,7055,https://www.linkedin.com/groups/8592114
AMRAE - Management des Risques et des Assurances de l'Entreprise,6717,https://www.linkedin.com/groups/2602200
Suez Community,6708,https://www.linkedin.com/groups/154845
Friends of Sofitel Luxury Hotels,6595,https://www.linkedin.com/groups/147023
Sciences-Po (IEP Paris),6427,https://www.linkedin.com/groups/51555
Expertise & Solidarité,6305,https://www.linkedin.com/groups/4368665
Driver & Highway Safety (USA),6260,https://www.linkedin.com/groups/1487797
International Water Association IWA,6062,https://www.linkedin.com/groups/1306057
Grenoble network,5956,https://www.linkedin.com/groups/119064
Véhicules et Mobilités Electriques,5948,https://www.linkedin.com/groups/3117930
Human Resources Luxembourg,5912,https://www.linkedin.com/groups/4203401
Creating and Empowering Smart Cities powered by WRLDCTY,5868,https://www.linkedin.com/groups/3159466
International Belgians,5774,https://www.linkedin.com/groups/66667
Maroc Entrepreneurs,5717,https://www.linkedin.com/groups/2247
Astee - Association des professionnels de l’eau et des déchets,5564,https://www.linkedin.com/groups/4839108
Les frontaliers Luxembourg - Groupe Officiel,5485,https://www.linkedin.com/groups/4880634
Observatoire des tendances de l'édition et de la presse,5452,https://www.linkedin.com/groups/2535454
PTV Visum Forum,5357,https://www.linkedin.com/groups/2230651
Association des MBA du Québec (Groupe),5341,https://www.linkedin.com/groups/78306
TIC et Collectivités Territoriales,5289,https://www.linkedin.com/groups/2499167
ParisTech Alumni (Officiel),5231,https://www.linkedin.com/groups/95671
"MTL NewTech - Montreal Startups Resources - News, Cofounders, Jobs, and Events",5125,https://www.linkedin.com/groups/164811
NGO Project Management methodologies,5094,https://www.linkedin.com/groups/2433153
French Tech in the Alps - Grenoble,5070,https://www.linkedin.com/groups/7452204
Intermines,5047,https://www.linkedin.com/groups/1048827
Naturopathie,5045,https://www.linkedin.com/groups/4371101
APSE - Association Pour la Sociologie de l'Entreprise,4996,https://www.linkedin.com/groups/2739160
Communication et gestion de crise,4801,https://www.linkedin.com/groups/3150743
Achats Durables,4757,https://www.linkedin.com/groups/2949049
Public Sector Consultants,4752,https://www.linkedin.com/groups/2365179
Living Labs,4640,https://www.linkedin.com/groups/1188387
Transports du Futur / Fabrique des Mobilités,4562,https://www.linkedin.com/groups/2695799
Emplois Juridiques,4510,https://www.linkedin.com/groups/4237330
Le tourisme en Auvergne-Rhône-Alpes,4503,https://www.linkedin.com/groups/4585141
Metro Rail,4498,https://www.linkedin.com/groups/2606931
Politiques culturelles et pratiques professionnelles du secteur culturel,4486,https://www.linkedin.com/groups/8292200
Guadeloupe Carrières,4450,https://www.linkedin.com/groups/2724195
E-Santé & Silver Economie,4439,https://www.linkedin.com/groups/4964154
Médecine et Santé Intégrative : Médecine conventionnelle et alternative - Thérapies - INM - Télésoin,4332,https://www.linkedin.com/groups/12448101
Sage Software,4279,https://www.linkedin.com/groups/69985
Ponts Alumni Group,4203,https://www.linkedin.com/groups/74689
Professionnels de la Culture,4130,https://www.linkedin.com/groups/4745695
UrbaNews.fr,4126,https://www.linkedin.com/groups/3094890
UrbaNews.fr,4125,https://www.linkedin.com/groups/3094890
Conseil et recrutement d'experts en développement durable,4049,https://www.linkedin.com/groups/3662350
télétravail,3963,https://www.linkedin.com/groups/1789567
SmartCity : vers la ville de demain,3758,https://www.linkedin.com/groups/4403159
Réseau des Managers des Antilles-Guyane,3703,https://www.linkedin.com/groups/1635327
Créativité et Innovation Québec,3637,https://www.linkedin.com/groups/4179815
Reunionnais du Monde,3589,https://www.linkedin.com/groups/3914107
FNAU - Espace de dialogue sur l'urbanisme et les enjeux urbains,3416,https://www.linkedin.com/groups/8346873
Le club des Ceintures Noires du Judo,3404,https://www.linkedin.com/groups/12461049
Le réseau des labellisés Companieros,3374,https://www.linkedin.com/groups/4941144
JUNIA ALUMNI,3326,https://www.linkedin.com/groups/8222082
Management culturel Network,3233,https://www.linkedin.com/groups/2303771
Réponses Marchés Publics,3194,https://www.linkedin.com/groups/3773641
Réseau Normand,3165,https://www.linkedin.com/groups/4706152
Carrière & Emploi Juridique,3128,https://www.linkedin.com/groups/3371840
CCI Entreprises Sophia Antipolis,3114,https://www.linkedin.com/groups/4752783
VoIP Wholesale Routes Bazaar,3092,https://www.linkedin.com/groups/4154804
Transport Ticketing Network,3018,https://www.linkedin.com/groups/1132097
Management de l'innovation,2784,https://www.linkedin.com/groups/1251297
French Tech Côte d'Azur,2778,https://www.linkedin.com/groups/7495143
Social System Design Network,2738,https://www.linkedin.com/groups/2037783
Entreprise libérée & Management bienveillant,2558,https://www.linkedin.com/groups/7018883
Recruter avec les réseaux sociaux,2539,https://www.linkedin.com/groups/4176705
European Week of Regions and Cities,2496,https://www.linkedin.com/groups/4755871
EUROMED - Union for the Mediterranean (UfM) - Union Pour la Méditerranée (UPM),2490,https://www.linkedin.com/groups/3944477
IHEDN REGION PARIS ILE DE FRANCE,2405,https://www.linkedin.com/groups/4124809
FABEE COMMUNITY : la communauté des acteurs engagés pour une économie (réellement) durable,2355,https://www.linkedin.com/groups/8860396
Mobility-as-a-Service (MaaS) - Shared Mobility - AACES Mobility for Industry Professionals,2277,https://www.linkedin.com/groups/8562062
Sciences Po Rennes,2275,https://www.linkedin.com/groups/2900728
European Road Transport,2256,https://www.linkedin.com/groups/3363226
Riposte créative territoriale  https://ripostecreativeterritoriale.xyz,2255,https://www.linkedin.com/groups/8812403
Institut d'Urbanisme de Paris - IUP,2231,https://www.linkedin.com/groups/1811549
"Data, Territoires et Entreprises",2206,https://www.linkedin.com/groups/13669611
Phytothérapie et plantes médicinales,2176,https://www.linkedin.com/groups/7443402
Niort Numeric,2134,https://www.linkedin.com/groups/8637434
Sciences Po Lille,2111,https://www.linkedin.com/groups/153663
WordPress Francophone,2105,https://www.linkedin.com/groups/2628556
Forum des Directeurs de Cabinet,2085,https://www.linkedin.com/groups/3936216
Diplômés de Sciences Po Toulouse,2071,https://www.linkedin.com/groups/151214
Forum des Directeurs de Cabinet,2070,https://www.linkedin.com/groups/3936216
Ecole d'Urbanisme de Paris - Groupe officiel,2050,https://www.linkedin.com/groups/4734884
Directeur juridique - Responsable juridique,1959,https://www.linkedin.com/groups/8210061
Culture Conseil,1913,https://www.linkedin.com/groups/2839987
Global Rail Network,1859,https://www.linkedin.com/groups/3889784
Mer & Littoral,1853,https://www.linkedin.com/groups/8738338
Finances locales,1826,https://www.linkedin.com/groups/4166356
Mobilite Douce,1825,https://www.linkedin.com/groups/2030986
Culture & Innovation Audiens,1810,https://www.linkedin.com/groups/8318217
Mobilite Douce,1808,https://www.linkedin.com/groups/2030986
Forum d’info Jeunes urbanistes de France,1784,https://www.linkedin.com/groups/2793168
International Association of Railway Operations Research (IAROR),1783,https://www.linkedin.com/groups/1775993
Sciences Po Lyon - Alumni (Officiel),1765,https://www.linkedin.com/groups/8340645
Transport Accessibility (Travel Time) Analysis,1752,https://www.linkedin.com/groups/4246233
Offres d'emploi Fonction publique,1656,https://www.linkedin.com/groups/6943519
Transport Research Arena,1635,https://www.linkedin.com/groups/3896268
PhD Business – Economics – International Trade,1628,https://www.linkedin.com/groups/99063
HR Professionals - Luxembourg,1599,https://www.linkedin.com/groups/4642276
les juristes de droit public,1567,https://www.linkedin.com/groups/3735183
Transportation Research Forum,1565,https://www.linkedin.com/groups/2344421
LEDR - La fierté d'être recruteur,1543,https://www.linkedin.com/groups/8472506
Décideur Public - Univers Numérique,1484,https://www.linkedin.com/groups/3796910
Transportation Mobility as a Service (MaaS),1474,https://www.linkedin.com/groups/8304827
SMART CITY,1468,https://www.linkedin.com/groups/4900006
L’Equipe des Lyonnes,1453,https://www.linkedin.com/groups/9041542
Politiques publiques: de la stratégie aux résultats,1415,https://www.linkedin.com/groups/3041554
PubAffairsParis,1346,https://www.linkedin.com/groups/3839516
Saint-Cyriens,1310,https://www.linkedin.com/groups/82731
Ticketing & Passengers Information Systems(TPIS),1306,https://www.linkedin.com/groups/2267512
Marketing territorial et développement des territoires,1279,https://www.linkedin.com/groups/7462345
Horizon 2020 Micro/Nanoelectronics & Photonics - Industrial Leadership,1271,https://www.linkedin.com/groups/2068044
Carrefour des Gestions Locales de l'Eau,1223,https://www.linkedin.com/groups/6923494
Egalité professionnelle femmes / hommes,1216,https://www.linkedin.com/groups/2801720
Sustainable Mobility / Mobilité Durable,1166,https://www.linkedin.com/groups/1429007
UDL Université de Lorraine,1116,https://www.linkedin.com/groups/4591321
Transport Modellers Forum,1081,https://www.linkedin.com/groups/4403287
South Europe Luxury Hotels,1068,https://www.linkedin.com/groups/2473906
China Smart Cities,1062,https://www.linkedin.com/groups/4149893
Management innovant - Management alternatif,1055,https://www.linkedin.com/groups/7429112
Solar Decathlon Europe,1050,https://www.linkedin.com/groups/2982449
DROIT COLLABORATIF,1024,https://www.linkedin.com/groups/4186096
CFO du Québec,1009,https://www.linkedin.com/groups/4625095
Wallonie Design,997,https://www.linkedin.com/groups/3543245
Alumni Sciences Po Affaires Publiques,969,https://www.linkedin.com/groups/3867868
"Le livre et la lecture, des métiers",955,https://www.linkedin.com/groups/9104366
Polytech Clermont Ferrand Network,954,https://www.linkedin.com/groups/144201
SmartCityGroup,906,https://www.linkedin.com/groups/8123360
Carrière & emploi fonction publique,877,https://www.linkedin.com/groups/6978239
Projet de dematerialisation dans les collectivites,861,https://www.linkedin.com/groups/3964457
Vélo Affaires,855,https://www.linkedin.com/groups/5053216
Trouve Moi un Freelance,851,https://www.linkedin.com/groups/3698752
"Design graphique : communication, transmission et expérimentation",841,https://www.linkedin.com/groups/8314204
Polytech Tours DAE ( ex-CESA / ex-IMACOF / ex-DA ),834,https://www.linkedin.com/groups/8449422
BIMBY+,833,https://www.linkedin.com/groups/8160169
Friends of / Amigos do Portugal,821,https://www.linkedin.com/groups/49693
Lycée Champollion,816,https://www.linkedin.com/groups/2423054
PEOPLE OLYMPICS FOR SOCIAL INNOVATION!!!,750,https://www.linkedin.com/groups/4844962
nouveaux urbanistes,744,https://www.linkedin.com/groups/4206825
WordPress  Blogging For Non-Profits,738,https://www.linkedin.com/groups/2929953
"Profession: Manager du commerce, Développeur économique de centre-ville et de territoires",717,https://www.linkedin.com/groups/8622096
Parlons Risk Management,693,https://www.linkedin.com/groups/8129182
Biologie-Géologie Nantes,691,https://www.linkedin.com/groups/8348665
Sciences Géomatiques Canadiennes,637,https://www.linkedin.com/groups/3153316
Ponts ParisTech Masters,621,https://www.linkedin.com/groups/3844351
La Communauté de l'Essentiel Novethic,607,https://www.linkedin.com/groups/12424602
"ENTREPRISE LIBEREE, SERVANT LEADER, BONHEUR AU TRAVAIL, QVT & CO",595,https://www.linkedin.com/groups/8422820
MARKESS News,580,https://www.linkedin.com/groups/1393137
Club Energie Côte d'Azur,567,https://www.linkedin.com/groups/8588316
Recherche emploi au luxembourg/looking for a new job in Luxembourg,564,https://www.linkedin.com/groups/8205768
Territoires & financements innovants,559,https://www.linkedin.com/groups/13835273
Mobilité Durable & Transports Alternatifs,544,https://www.linkedin.com/groups/5105757
"Ingénieurs des Ponts, des Eaux et des Forêts - IPEF",535,https://www.linkedin.com/groups/4762077
Gender Equal Cities,517,https://www.linkedin.com/groups/13582071
Anciens et Ingénieurs de Polytech Tours,516,https://www.linkedin.com/groups/3903132
ELLIOT - Experiential Living Lab for the Internet of Things,508,https://www.linkedin.com/groups/4012324
AIVP - Intergénérations,493,https://www.linkedin.com/groups/4511959
"RESTAURONS NOTRE-DAME : Culture, Patrimoine historique mondial & Art de la Pierre et du Bois",490,https://www.linkedin.com/groups/13792691
Grand Est Numérique,466,https://www.linkedin.com/groups/7469090
APTEN - Association de Professionnels du Traitement des Eaux et des Nuisances,449,https://www.linkedin.com/groups/3907524
Référencement web multilingue,447,https://www.linkedin.com/groups/5099408
ATEC ITS France,401,https://www.linkedin.com/groups/2562981
ADCIFRE SHS - Association des Doctorants et Docteurs CIFRE en Sciences Humaines et Sociales,388,https://www.linkedin.com/groups/8249076
In Paris La Défense we trust !  💪,334,https://www.linkedin.com/groups/12179117
Webinaires et fiches pratiques sur la démocratie participative pour les acteurs publics,330,https://www.linkedin.com/groups/13844877
AfterWork RH Limoges,329,https://www.linkedin.com/groups/12117722
Auvergne-Rhône-Alpes Hydrogène,314,https://www.linkedin.com/groups/13721771
Hotelschool Ter Duinen Koksijde,299,https://www.linkedin.com/groups/836557
Montreal WordPress Community / Communauté WordPress Montréal,295,https://www.linkedin.com/groups/4665663
Groupe Networking Morbihan,285,https://www.linkedin.com/groups/3744430
NOVELOG Project,280,https://www.linkedin.com/groups/8384147
PILOTE,278,https://www.linkedin.com/groups/7443981
RURALITIC,272,https://www.linkedin.com/groups/8204542
Différences | Cohésion | Performance,266,https://www.linkedin.com/groups/13563337
Adhérents Réseau Alliances,248,https://www.linkedin.com/groups/13773263
TRACE Project,244,https://www.linkedin.com/groups/8389240
Finances et fiscalité locales,244,https://www.linkedin.com/groups/4131337
POLE DE COMPETITIVITE RISQUES,234,https://www.linkedin.com/groups/8253719
Double parcours droit et management (Grenoble Ecole de Management),232,https://www.linkedin.com/groups/8698732
"Territoires & Développement | Agir pour un développement local, résilient, durable, et solidaire",230,https://www.linkedin.com/groups/8572618
Mobilités Durables,227,https://www.linkedin.com/groups/6810358
Irish Transport Research Network,221,https://www.linkedin.com/groups/4080563
DE L'ECLIPSE A LA GRANDE TRANSFORMATION,213,https://www.linkedin.com/groups/8306993
Cycle Highway Academy Group,194,https://www.linkedin.com/groups/12067743
MASTER DPA - M2 CONTRATS PUBLICS & PARTENARIATS,179,https://www.linkedin.com/groups/6619279
Communauté AFIGESE,174,https://www.linkedin.com/groups/8919778
Graphistes et designers graphiques du Maroc,166,https://www.linkedin.com/groups/4230571
MAGISTERE DROIT PUBLIC APPLIQUE,164,https://www.linkedin.com/groups/6618413
La vie #robomobile / The robomobile life,154,https://www.linkedin.com/groups/13821180
Réseau groupe ESIDEC,153,https://www.linkedin.com/groups/8596642
Ingénieurs en Chef Territoriaux de France,150,https://www.linkedin.com/groups/7460544
Femina Tech,146,https://www.linkedin.com/groups/8140276
Sciences Po Lille - FIFB Alumni,145,https://www.linkedin.com/groups/3963776
Réseau anciens TC Strasbourg,139,https://www.linkedin.com/groups/13939662
Communauté d'innovation du Grand Barouf,138,https://www.linkedin.com/groups/8689148
Creativity Management Summer School Alumni,133,https://www.linkedin.com/groups/8149119
Juntar Club,133,https://www.linkedin.com/groups/12372202
Master Transport Montpellier - Alumni,129,https://www.linkedin.com/groups/13735827
Dirigeantes & Territoires - Groupe réservé aux adhérent.es,124,https://www.linkedin.com/groups/9078052
# Forum Numérique des décideurs,124,https://www.linkedin.com/groups/8735545
Cadres supérieurs Ville de Paris,119,https://www.linkedin.com/groups/8407650
Serious game et outils de simulation,118,https://www.linkedin.com/groups/3894209
"Amicale des Ingénieurs Généraux des Ponts, des Eaux et des Forêts - AIGPEF",104,https://www.linkedin.com/groups/8591140
Forum des DG Secteur public,103,https://www.linkedin.com/groups/13610393
Réseau Alumni du master Urbanisme - Université Paul-Valéry Montpellier 3,102,https://www.linkedin.com/groups/12506092
CreaSXB - École d'automne en management de la créativité de Strasbourg,100,https://www.linkedin.com/groups/4182286
Qualité Services Publics Lorraine QSPL,100,https://www.linkedin.com/groups/5122801
Forum Bâtira,94,https://www.linkedin.com/groups/8280551
Routes into Rail,93,https://www.linkedin.com/groups/8176520
ANDRHDT,81,https://www.linkedin.com/groups/8560041
Association des Diplômés Portugais en France - AGRAFr,78,https://www.linkedin.com/groups/8584617
SevenBore® Ultrafiltration,66,https://www.linkedin.com/groups/4343721
MUTUALISATION AU SEIN DU BLOC COMMUNAL,49,https://www.linkedin.com/groups/8243600
Solidarité-Entraide TPE/PME Bretagne,42,https://www.linkedin.com/groups/12385196
CityMobilNet,34,https://www.linkedin.com/groups/8615104
CERVANTES,33,https://www.linkedin.com/groups/12083271
[ATEC ITS France] Ville & Véhicule automatisé,33,https://www.linkedin.com/groups/9011399
Joueurs de Tennis en France,33,https://www.linkedin.com/groups/3064004
Les anciens élèves de l'ENSFA Rennes!,32,https://www.linkedin.com/groups/12317101
E-MBA Gazette Sciences Po Alumni,32,https://www.linkedin.com/groups/8611074
Les cadres dirigeants territoriaux et le risque pénal,31,https://www.linkedin.com/groups/13594390
Amicale DGSG Lille Dunkerque,26,https://www.linkedin.com/groups/13580063
GLAX,26,https://www.linkedin.com/groups/2463563
European Automotive Strategy Network,23,https://www.linkedin.com/groups/3778401
Responsables énergie territoriaux,22,https://www.linkedin.com/groups/8407850
Chaire OPTIMA,21,https://www.linkedin.com/groups/8462869
Promotion L3 BGE mineur Environnement 2019-2020,21,https://www.linkedin.com/groups/8847986
Professionnelles Public Local,20,https://www.linkedin.com/groups/8618826
Cindynique,14,https://www.linkedin.com/groups/3943996
Dirigeants et Managers territoriaux,13,https://www.linkedin.com/groups/12089571
CAP Magellan - historiques,9,https://www.linkedin.com/groups/8586815
